prot_index,ph,note,ph_dependence,uniprot_id
4551,5.0,;,Optimum pH is 5-7.;,P0C0Q3
4551,7.0,;,Optimum pH is 5-7.;,P0C0Q3
4553,5.7,{ECO:0000269|PubMed:12193638};,Optimum pH is 5.7-6.5. {ECO:0000269|PubMed:12193638};,P0C5D3
4553,6.5,{ECO:0000269|PubMed:12193638};,Optimum pH is 5.7-6.5. {ECO:0000269|PubMed:12193638};,P0C5D3
4555,8.0,{ECO:0000269|PubMed:26195800};,Optimum pH is 8-9. {ECO:0000269|PubMed:26195800};,P0DOV5
4555,9.0,{ECO:0000269|PubMed:26195800};,Optimum pH is 8-9. {ECO:0000269|PubMed:26195800};,P0DOV5
4558,5.0,;,Optimum pH is 5-6.;,P10537
4558,6.0,;,Optimum pH is 5-6.;,P10537
4563,8.0,{ECO:0000269|PubMed:12618453};,Optimum pH is 8.0-8.5. {ECO:0000269|PubMed:12618453};,P19844
4563,8.5,{ECO:0000269|PubMed:12618453};,Optimum pH is 8.0-8.5. {ECO:0000269|PubMed:12618453};,P19844
4568,5.5,;,Optimum pH is 5.5-6.0.;,P23556
4568,6.0,;,Optimum pH is 5.5-6.0.;,P23556
4582,4.0,;,Optimum pH is 4-4.5.;,P39690
4582,4.5,;,Optimum pH is 4-4.5.;,P39690
4585,7.5,{ECO:0000269|PubMed:14993306};,Optimum pH is 7.5-8. {ECO:0000269|PubMed:14993306};,P42416
4585,8.0,{ECO:0000269|PubMed:14993306};,Optimum pH is 7.5-8. {ECO:0000269|PubMed:14993306};,P42416
4592,9.5,"for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;","Optimum pH is 9.5-10.0 for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;",P48364
4592,10.0,"for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;","Optimum pH is 9.5-10.0 for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;",P48364
4594,4.0,;,Optimum pH is 4.0-4.5.;,P48842
4594,4.5,;,Optimum pH is 4.0-4.5.;,P48842
4606,5.3,{ECO:0000269|PubMed:9744795};,Optimum pH is 5.3-6.3. {ECO:0000269|PubMed:9744795};,P56544
4606,6.3,{ECO:0000269|PubMed:9744795};,Optimum pH is 5.3-6.3. {ECO:0000269|PubMed:9744795};,P56544
4610,6.6,"for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;","Optimum pH is 6.6-8.6 for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;",P59677
4610,8.6,"for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;","Optimum pH is 6.6-8.6 for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;",P59677
4611,6.6,"for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;","Optimum pH is 6.6-8.6 for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;",P59678
4611,8.6,"for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;","Optimum pH is 6.6-8.6 for chlorophyll a hydrolysis, and 6.6-7.6 for chlorophyll b hydrolysis.;",P59678
4614,7.0,{ECO:0000269|PubMed:2354149};,Optimum pH is 7.0-9.0. {ECO:0000269|PubMed:2354149};,P80436
4614,9.0,{ECO:0000269|PubMed:2354149};,Optimum pH is 7.0-9.0. {ECO:0000269|PubMed:2354149};,P80436
4624,6.0,;,Optimum pH is 6.0-7.5.;,P80924
4624,7.5,;,Optimum pH is 6.0-7.5.;,P80924
4627,7.0,{ECO:0000269|PubMed:9683657};,Optimum pH is 7.0-7.5. {ECO:0000269|PubMed:9683657};,P81185
4627,7.5,{ECO:0000269|PubMed:9683657};,Optimum pH is 7.0-7.5. {ECO:0000269|PubMed:9683657};,P81185
4630,7.0,;,Optimum pH is 7-8.;,P81609
4630,8.0,;,Optimum pH is 7-8.;,P81609
4640,8.0,;,Optimum pH is 8-8.5.;,P83222
4640,8.5,;,Optimum pH is 8-8.5.;,P83222
4642,9.0,;,Optimum pH is 9-10.;,P83402
4642,10.0,;,Optimum pH is 9-10.;,P83402
4643,7.5,{ECO:0000269|PubMed:11517945};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:11517945};,P83447
4643,8.5,{ECO:0000269|PubMed:11517945};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:11517945};,P83447
4645,8.0,;,Optimum pH is 8.0-9.0.;,P83511
4645,9.0,;,Optimum pH is 8.0-9.0.;,P83511
4649,7.0,;,Optimum pH is 7-9.;,P83966
4649,9.0,;,Optimum pH is 7-9.;,P83966
4654,9.0,{ECO:0000269|PubMed:14602152};,Optimum pH is 9-10. {ECO:0000269|PubMed:14602152};,P84463
4654,10.0,{ECO:0000269|PubMed:14602152};,Optimum pH is 9-10. {ECO:0000269|PubMed:14602152};,P84463
4660,6.0,"There is a 37.7% decrease in activity at pH 5 and a 39.8% decrease in activity at pH 9. {ECO:0000269|PubMed:16972135, ECO:0000269|Ref.1};","Optimum pH is 6-8. There is a 37.7% decrease in activity at pH 5 and a 39.8% decrease in activity at pH 9. {ECO:0000269|PubMed:16972135, ECO:0000269|Ref.1};",P84754
4660,8.0,"There is a 37.7% decrease in activity at pH 5 and a 39.8% decrease in activity at pH 9. {ECO:0000269|PubMed:16972135, ECO:0000269|Ref.1};","Optimum pH is 6-8. There is a 37.7% decrease in activity at pH 5 and a 39.8% decrease in activity at pH 9. {ECO:0000269|PubMed:16972135, ECO:0000269|Ref.1};",P84754
4661,6.0,{ECO:0000269|PubMed:15474506};,Optimum pH is 6-7. {ECO:0000269|PubMed:15474506};,P84784
4661,7.0,{ECO:0000269|PubMed:15474506};,Optimum pH is 6-7. {ECO:0000269|PubMed:15474506};,P84784
4664,4.5,High activity is also seen over the range pH 2.0-4.5. Activity decreases with increasing pH above pH 9.0. {ECO:0000269|PubMed:19723549};,Optimum pH is 4.5-9.0. High activity is also seen over the range pH 2.0-4.5. Activity decreases with increasing pH above pH 9.0. {ECO:0000269|PubMed:19723549};,P84885
4664,9.0,High activity is also seen over the range pH 2.0-4.5. Activity decreases with increasing pH above pH 9.0. {ECO:0000269|PubMed:19723549};,Optimum pH is 4.5-9.0. High activity is also seen over the range pH 2.0-4.5. Activity decreases with increasing pH above pH 9.0. {ECO:0000269|PubMed:19723549};,P84885
4687,8.0,{ECO:0000269|PubMed:19555778};,Optimum pH is 8-9. {ECO:0000269|PubMed:19555778};,P86276
4687,9.0,{ECO:0000269|PubMed:19555778};,Optimum pH is 8-9. {ECO:0000269|PubMed:19555778};,P86276
4716,7.0,;,Optimum pH is 7.0-7.5.;,Q01767
4716,7.5,;,Optimum pH is 7.0-7.5.;,Q01767
4719,6.5,;,Optimum pH is 6.5-7.0.;,Q04937
4719,7.0,;,Optimum pH is 6.5-7.0.;,Q04937
4723,6.0,;,Optimum pH is 6.0-6.5.;,Q07744
4723,6.5,;,Optimum pH is 6.0-6.5.;,Q07744
4728,7.0,;,Optimum pH is 7.0-8.0.;,Q09124
4728,8.0,;,Optimum pH is 7.0-8.0.;,Q09124
4729,7.5,{ECO:0000269|Ref.1};,Optimum pH is 7.5-9.0. {ECO:0000269|Ref.1};,Q09WE7
4729,9.0,{ECO:0000269|Ref.1};,Optimum pH is 7.5-9.0. {ECO:0000269|Ref.1};,Q09WE7
4730,7.0,{ECO:0000269|PubMed:1444712};,Optimum pH is 7.0-8.0. {ECO:0000269|PubMed:1444712};,Q0CCY5
4730,8.0,{ECO:0000269|PubMed:1444712};,Optimum pH is 7.0-8.0. {ECO:0000269|PubMed:1444712};,Q0CCY5
4734,7.5,{ECO:0000269|PubMed:16839518};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:16839518};,Q0VHD6
4734,8.5,{ECO:0000269|PubMed:16839518};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:16839518};,Q0VHD6
4738,5.5,{ECO:0000269|PubMed:21512221};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:21512221};,Q10RZ1
4738,6.0,{ECO:0000269|PubMed:21512221};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:21512221};,Q10RZ1
4740,7.5,{ECO:0000269|PubMed:16428406};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:16428406};,Q12XX4
4740,8.5,{ECO:0000269|PubMed:16428406};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:16428406};,Q12XX4
4747,8.0,{ECO:0000269|PubMed:16333668};,Optimum pH is 8.0-8.5. {ECO:0000269|PubMed:16333668};,Q2HXL9
4747,8.5,{ECO:0000269|PubMed:16333668};,Optimum pH is 8.0-8.5. {ECO:0000269|PubMed:16333668};,Q2HXL9
4750,7.8,{ECO:0000269|PubMed:21640586};,Optimum pH is 7.8-8.4. {ECO:0000269|PubMed:21640586};,Q2SYH7
4750,8.4,{ECO:0000269|PubMed:21640586};,Optimum pH is 7.8-8.4. {ECO:0000269|PubMed:21640586};,Q2SYH7
4762,6.0,Stable between pH 5.0 and 7.5. {ECO:0000269|PubMed:16332739};,Optimum pH is 6.0-6.5. Stable between pH 5.0 and 7.5. {ECO:0000269|PubMed:16332739};,Q3MUH7
4762,6.5,Stable between pH 5.0 and 7.5. {ECO:0000269|PubMed:16332739};,Optimum pH is 6.0-6.5. Stable between pH 5.0 and 7.5. {ECO:0000269|PubMed:16332739};,Q3MUH7
4765,7.0,;,Optimum pH is 7.0-9.0.;,Q40082
4765,9.0,;,Optimum pH is 7.0-9.0.;,Q40082
4766,7.5,;,Optimum pH is 7.5-9.5.;,Q40977
4766,9.5,;,Optimum pH is 7.5-9.5.;,Q40977
4770,9.0,{ECO:0000269|PubMed:20150239};,Optimum pH is 9-10. {ECO:0000269|PubMed:20150239};,Q46N53
4770,10.0,{ECO:0000269|PubMed:20150239};,Optimum pH is 9-10. {ECO:0000269|PubMed:20150239};,Q46N53
4772,8.0,{ECO:0000269|PubMed:24649405};,Optimum pH is 8.0-9.5. {ECO:0000269|PubMed:24649405};,Q485S0
4772,9.5,{ECO:0000269|PubMed:24649405};,Optimum pH is 8.0-9.5. {ECO:0000269|PubMed:24649405};,Q485S0
4785,6.0,;,Optimum pH is 6-8.5.;,Q58043
4785,8.5,;,Optimum pH is 6-8.5.;,Q58043
4799,7.0,{ECO:0000269|PubMed:15632434};,Optimum pH is 7.0-9.0. {ECO:0000269|PubMed:15632434};,Q5J6J3
4799,9.0,{ECO:0000269|PubMed:15632434};,Optimum pH is 7.0-9.0. {ECO:0000269|PubMed:15632434};,Q5J6J3
4802,5.0,{ECO:0000269|PubMed:17401360};,Optimum pH is 5-7.5. {ECO:0000269|PubMed:17401360};,Q5LGZ8
4802,7.5,{ECO:0000269|PubMed:17401360};,Optimum pH is 5-7.5. {ECO:0000269|PubMed:17401360};,Q5LGZ8
4805,7.0,{ECO:0000269|PubMed:18849431};,Optimum pH is 7.0-8.0. {ECO:0000269|PubMed:18849431};,Q5LS57
4805,8.0,{ECO:0000269|PubMed:18849431};,Optimum pH is 7.0-8.0. {ECO:0000269|PubMed:18849431};,Q5LS57
4810,4.0,{ECO:0000269|PubMed:15322116};,Optimum pH is 4-4.5. {ECO:0000269|PubMed:15322116};,Q5VKJ7
4810,4.5,{ECO:0000269|PubMed:15322116};,Optimum pH is 4-4.5. {ECO:0000269|PubMed:15322116};,Q5VKJ7
4813,5.5,;,Optimum pH is 5.5-6.;,Q60042
4813,6.0,;,Optimum pH is 5.5-6.;,Q60042
4815,5.0,{ECO:0000269|PubMed:28004831};,Optimum pH is 5-5.5. {ECO:0000269|PubMed:28004831};,Q6L1T9
4815,5.5,{ECO:0000269|PubMed:28004831};,Optimum pH is 5-5.5. {ECO:0000269|PubMed:28004831};,Q6L1T9
4820,6.0,No activity below pH 3.0 or above pH 11.0. {ECO:0000269|PubMed:14970906};,Optimum pH is 6.0-8.0. No activity below pH 3.0 or above pH 11.0. {ECO:0000269|PubMed:14970906};,Q6T6H8
4820,8.0,No activity below pH 3.0 or above pH 11.0. {ECO:0000269|PubMed:14970906};,Optimum pH is 6.0-8.0. No activity below pH 3.0 or above pH 11.0. {ECO:0000269|PubMed:14970906};,Q6T6H8
4830,4.0,Important decrease in activity at pH 2. {ECO:0000269|PubMed:10625636};,Optimum pH is 4-12. Important decrease in activity at pH 2. {ECO:0000269|PubMed:10625636};,Q78CF9
4830,12.0,Important decrease in activity at pH 2. {ECO:0000269|PubMed:10625636};,Optimum pH is 4-12. Important decrease in activity at pH 2. {ECO:0000269|PubMed:10625636};,Q78CF9
4838,9.5,"for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;","Optimum pH is 9.5-10.0 for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;",Q7X3X5
4838,10.0,"for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;","Optimum pH is 9.5-10.0 for malate dehydrogenation, and 7.5-8.0 for oxaloacetate reduction.;",Q7X3X5
4843,7.4,{ECO:0000269|PubMed:4216296};,Optimum pH is 7.4-8.8. {ECO:0000269|PubMed:4216296};,Q831Y0
4843,8.8,{ECO:0000269|PubMed:4216296};,Optimum pH is 7.4-8.8. {ECO:0000269|PubMed:4216296};,Q831Y0
4848,4.5,Inactive above pH 7.5. {ECO:0000269|PubMed:12586886};,Optimum pH is 4.5-5.5. Inactive above pH 7.5. {ECO:0000269|PubMed:12586886};,Q84LA1
4848,5.5,Inactive above pH 7.5. {ECO:0000269|PubMed:12586886};,Optimum pH is 4.5-5.5. Inactive above pH 7.5. {ECO:0000269|PubMed:12586886};,Q84LA1
4852,9.0,{ECO:0000269|PubMed:30951551};,Optimum pH is 9.0-9.5. {ECO:0000269|PubMed:30951551};,Q8DF91
4852,9.5,{ECO:0000269|PubMed:30951551};,Optimum pH is 9.0-9.5. {ECO:0000269|PubMed:30951551};,Q8DF91
4853,5.5,{ECO:0000269|PubMed:21953451};,Optimum pH is 5.5-9.0. {ECO:0000269|PubMed:21953451};,Q8EK32
4853,9.0,{ECO:0000269|PubMed:21953451};,Optimum pH is 5.5-9.0. {ECO:0000269|PubMed:21953451};,Q8EK32
4855,5.0,Retains more than 80% of activity at pH range between 4.5 and 6.5. Retains 10% of activity at pH 4.0. {ECO:0000269|PubMed:15748760};,Optimum pH is around 5.0-6.0. Retains more than 80% of activity at pH range between 4.5 and 6.5. Retains 10% of activity at pH 4.0. {ECO:0000269|PubMed:15748760};,Q8GEA9
4855,6.0,Retains more than 80% of activity at pH range between 4.5 and 6.5. Retains 10% of activity at pH 4.0. {ECO:0000269|PubMed:15748760};,Optimum pH is around 5.0-6.0. Retains more than 80% of activity at pH range between 4.5 and 6.5. Retains 10% of activity at pH 4.0. {ECO:0000269|PubMed:15748760};,Q8GEA9
4863,3.5,with the oligoxyloglucan heptasaccharide XXXG as a substrate. Over 90% activity is retained between pH 4.8 and 8.0. {ECO:0000269|PubMed:12374797};,Optimum pH is 3.5-5.0 with the oligoxyloglucan heptasaccharide XXXG as a substrate. Over 90% activity is retained between pH 4.8 and 8.0. {ECO:0000269|PubMed:12374797};,Q8J0D2
4863,5.0,with the oligoxyloglucan heptasaccharide XXXG as a substrate. Over 90% activity is retained between pH 4.8 and 8.0. {ECO:0000269|PubMed:12374797};,Optimum pH is 3.5-5.0 with the oligoxyloglucan heptasaccharide XXXG as a substrate. Over 90% activity is retained between pH 4.8 and 8.0. {ECO:0000269|PubMed:12374797};,Q8J0D2
4864,6.2,;,Optimum pH is 6.2-6.8.;,Q8KU07
4864,6.8,;,Optimum pH is 6.2-6.8.;,Q8KU07
4871,7.5,{ECO:0000269|PubMed:17536821};,Optimum pH is 7.5-8. {ECO:0000269|PubMed:17536821};,Q8RMG1
4871,8.0,{ECO:0000269|PubMed:17536821};,Optimum pH is 7.5-8. {ECO:0000269|PubMed:17536821};,Q8RMG1
4878,6.5,{ECO:0000269|PubMed:29024617};,Optimum pH is 6.5-8. {ECO:0000269|PubMed:29024617};,Q8ZNC4
4878,8.0,{ECO:0000269|PubMed:29024617};,Optimum pH is 6.5-8. {ECO:0000269|PubMed:29024617};,Q8ZNC4
4880,3.5,{ECO:0000269|PubMed:8797842};,Optimum pH is 3.5-4.5. {ECO:0000269|PubMed:8797842};,Q92451
4880,4.5,{ECO:0000269|PubMed:8797842};,Optimum pH is 3.5-4.5. {ECO:0000269|PubMed:8797842};,Q92451
4881,3.5,{ECO:0000269|PubMed:8797842};,Optimum pH is 3.5-4.5. {ECO:0000269|PubMed:8797842};,Q92457
4881,4.5,{ECO:0000269|PubMed:8797842};,Optimum pH is 3.5-4.5. {ECO:0000269|PubMed:8797842};,Q92457
4882,7.5,{ECO:0000269|PubMed:24647662};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:24647662};,Q92AT0
4882,8.0,{ECO:0000269|PubMed:24647662};,Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:24647662};,Q92AT0
4890,6.0,{ECO:0000269|PubMed:11481333};,Optimum pH is 6.0-8.0. {ECO:0000269|PubMed:11481333};,Q96UY1
4890,8.0,{ECO:0000269|PubMed:11481333};,Optimum pH is 6.0-8.0. {ECO:0000269|PubMed:11481333};,Q96UY1
4891,6.0,{ECO:0000269|PubMed:11481333};,Optimum pH is 6.0-8.0. {ECO:0000269|PubMed:11481333};,Q96UY2
4891,8.0,{ECO:0000269|PubMed:11481333};,Optimum pH is 6.0-8.0. {ECO:0000269|PubMed:11481333};,Q96UY2
4898,4.7,{ECO:0000269|PubMed:16287076};,Optimum pH is 4.7-5.7. {ECO:0000269|PubMed:16287076};,Q97ZL0
4898,5.7,{ECO:0000269|PubMed:16287076};,Optimum pH is 4.7-5.7. {ECO:0000269|PubMed:16287076};,Q97ZL0
4902,5.5,{ECO:0000269|PubMed:21512221};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:21512221};,Q9AV88
4902,6.0,{ECO:0000269|PubMed:21512221};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:21512221};,Q9AV88
4907,6.5,{ECO:0000269|PubMed:10913116};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:10913116};,Q9F8X1
4907,7.0,{ECO:0000269|PubMed:10913116};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:10913116};,Q9F8X1
4911,4.0,{ECO:0000269|Ref.2};,Optimum pH is 4.0-5.0. {ECO:0000269|Ref.2};,Q9HLV3
4911,5.0,{ECO:0000269|Ref.2};,Optimum pH is 4.0-5.0. {ECO:0000269|Ref.2};,Q9HLV3
4913,7.5,Activity decreases sharply below pH 7.0 and is null at pH 6.5. {ECO:0000269|PubMed:15107534};,Optimum pH is 7.5-8.5. Activity decreases sharply below pH 7.0 and is null at pH 6.5. {ECO:0000269|PubMed:15107534};,Q9I2S5
4913,8.5,Activity decreases sharply below pH 7.0 and is null at pH 6.5. {ECO:0000269|PubMed:15107534};,Optimum pH is 7.5-8.5. Activity decreases sharply below pH 7.0 and is null at pH 6.5. {ECO:0000269|PubMed:15107534};,Q9I2S5
4920,6.0,"{ECO:0000269|PubMed:10664842, ECO:0000269|Ref.2};","Optimum pH is 6.0-7.0. {ECO:0000269|PubMed:10664842, ECO:0000269|Ref.2};",Q9LCC0
4920,7.0,"{ECO:0000269|PubMed:10664842, ECO:0000269|Ref.2};","Optimum pH is 6.0-7.0. {ECO:0000269|PubMed:10664842, ECO:0000269|Ref.2};",Q9LCC0
4921,6.5,{ECO:0000269|PubMed:16083885};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:16083885};,Q9LSY6
4921,7.0,{ECO:0000269|PubMed:16083885};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:16083885};,Q9LSY6
4924,8.0,{ECO:0000269|PubMed:11069912};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:11069912};,Q9R9D6
4924,9.0,{ECO:0000269|PubMed:11069912};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:11069912};,Q9R9D6
4925,9.0,{ECO:0000269|PubMed:10094686};,Optimum pH is 9.0-10. {ECO:0000269|PubMed:10094686};,Q9RBP5
4925,10.0,{ECO:0000269|PubMed:10094686};,Optimum pH is 9.0-10. {ECO:0000269|PubMed:10094686};,Q9RBP5
4929,8.0,;,Optimum pH is 8.0-9.0.;,Q9S926
4929,9.0,;,Optimum pH is 8.0-9.0.;,Q9S926
4932,4.8,{ECO:0000269|PubMed:12560098};,Optimum pH is 4.8-5.8. {ECO:0000269|PubMed:12560098};,Q9VF36
4932,5.8,{ECO:0000269|PubMed:12560098};,Optimum pH is 4.8-5.8. {ECO:0000269|PubMed:12560098};,Q9VF36
4935,7.5,{ECO:0000269|PubMed:10406960};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:10406960};,Q9X4A7
4935,8.5,{ECO:0000269|PubMed:10406960};,Optimum pH is 7.5-8.5. {ECO:0000269|PubMed:10406960};,Q9X4A7
4941,7.0,{ECO:0000269|PubMed:9952467};,Optimum pH is 7.0-9.0. {ECO:0000269|PubMed:9952467};,Q9ZPC0
4941,9.0,{ECO:0000269|PubMed:9952467};,Optimum pH is 7.0-9.0. {ECO:0000269|PubMed:9952467};,Q9ZPC0
4946,8.0,{ECO:0000269|PubMed:24649405};,Optimum pH is 8.0-9.5. {ECO:0000269|PubMed:24649405};,V5YXI5
4946,9.5,{ECO:0000269|PubMed:24649405};,Optimum pH is 8.0-9.5. {ECO:0000269|PubMed:24649405};,V5YXI5
4947,5.0,{ECO:0000269|PubMed:24760228};,Optimum pH is 5.0-6.0. {ECO:0000269|PubMed:24760228};,W0HFK8
4947,6.0,{ECO:0000269|PubMed:24760228};,Optimum pH is 5.0-6.0. {ECO:0000269|PubMed:24760228};,W0HFK8
4950,5.0,{ECO:0000269|PubMed:32117192};,Optimum pH is 5-8. {ECO:0000269|PubMed:32117192};,A0A0U3C9T3
4950,8.0,{ECO:0000269|PubMed:32117192};,Optimum pH is 5-8. {ECO:0000269|PubMed:32117192};,A0A0U3C9T3
4951,5.0,{ECO:0000269|PubMed:32117192};,Optimum pH is 5-8. {ECO:0000269|PubMed:32117192};,A0A0U3DL17
4951,8.0,{ECO:0000269|PubMed:32117192};,Optimum pH is 5-8. {ECO:0000269|PubMed:32117192};,A0A0U3DL17
4978,8.5,Inactive at pH 7.0 or 7.5. {ECO:0000269|PubMed:9518619};,Optimum pH is 8.5-9.0. Inactive at pH 7.0 or 7.5. {ECO:0000269|PubMed:9518619};,O66163
4978,9.0,Inactive at pH 7.0 or 7.5. {ECO:0000269|PubMed:9518619};,Optimum pH is 8.5-9.0. Inactive at pH 7.0 or 7.5. {ECO:0000269|PubMed:9518619};,O66163
4985,7.2,Poorly active at pH higher than 10 or lower than 5.;,Optimum pH is 7.2-7.5. Poorly active at pH higher than 10 or lower than 5.;,P21222
4985,7.5,Poorly active at pH higher than 10 or lower than 5.;,Optimum pH is 7.2-7.5. Poorly active at pH higher than 10 or lower than 5.;,P21222
4987,8.5,{ECO:0000269|PubMed:1437552};,Optimum pH is 8.5-9.0. {ECO:0000269|PubMed:1437552};,P31117
4987,9.0,{ECO:0000269|PubMed:1437552};,Optimum pH is 8.5-9.0. {ECO:0000269|PubMed:1437552};,P31117
4988,8.5,{ECO:0000269|PubMed:1437552};,Optimum pH is 8.5-9.0. {ECO:0000269|PubMed:1437552};,P31118
4988,9.0,{ECO:0000269|PubMed:1437552};,Optimum pH is 8.5-9.0. {ECO:0000269|PubMed:1437552};,P31118
4998,7.0,;,Optimum pH is 7-8.;,P83575
4998,8.0,;,Optimum pH is 7-8.;,P83575
4999,7.0,;,Optimum pH is 7-8.;,P83576
4999,8.0,;,Optimum pH is 7-8.;,P83576
5014,8.0,;,Optimum pH is 8-9.;,Q49162
5014,9.0,;,Optimum pH is 8-9.;,Q49162
5015,8.0,;,Optimum pH is 8-9.;,Q49164
5015,9.0,;,Optimum pH is 8-9.;,Q49164
5017,6.0,{ECO:0000269|PubMed:12114582};,Optimum pH is 6.0-7.3. {ECO:0000269|PubMed:12114582};,Q8W3P8
5017,7.3,{ECO:0000269|PubMed:12114582};,Optimum pH is 6.0-7.3. {ECO:0000269|PubMed:12114582};,Q8W3P8
5019,4.5,for the polymerization reaction. {ECO:0000269|PubMed:17189356};,Optimum pH is 4.5-5.5 for the polymerization reaction. {ECO:0000269|PubMed:17189356};,Q9HKL4
5019,5.5,for the polymerization reaction. {ECO:0000269|PubMed:17189356};,Optimum pH is 4.5-5.5 for the polymerization reaction. {ECO:0000269|PubMed:17189356};,Q9HKL4
5020,8.0,for sodium transport and 8.0 for lithium transport. {ECO:0000269|PubMed:11686935};,Optimum pH is 8.0-9.0 for sodium transport and 8.0 for lithium transport. {ECO:0000269|PubMed:11686935};,Q9LCB5
5020,9.0,for sodium transport and 8.0 for lithium transport. {ECO:0000269|PubMed:11686935};,Optimum pH is 8.0-9.0 for sodium transport and 8.0 for lithium transport. {ECO:0000269|PubMed:11686935};,Q9LCB5
0,5.5,{ECO:0000269|PubMed:34801773};,Optimum pH is 5.5. {ECO:0000269|PubMed:34801773};,A0A023I7E1
2,7.0,Active from pH 7.0 to 8.5. {ECO:0000269|PubMed:12855702};,Optimum pH is 7.0. Active from pH 7.0 to 8.5. {ECO:0000269|PubMed:12855702};,A0A044RE18
3,6.0,{ECO:0000269|PubMed:25217505};,Optimum pH is 6. {ECO:0000269|PubMed:25217505};,A0A059TC02
5,6.0,Highly active between pH range 4.5-6.5. {ECO:0000269|PubMed:27242828};,Optimum pH is around 6. Highly active between pH range 4.5-6.5. {ECO:0000269|PubMed:27242828};,A0A067XRK9
6,6.0,Activity decreases sharply when the pH is lowered from 5 to 4. {ECO:0000269|PubMed:27966647};,Optimum pH is around 6. Activity decreases sharply when the pH is lowered from 5 to 4. {ECO:0000269|PubMed:27966647};,A0A067YMX8
7,7.0,Stable between pH 6.0 and 9.8. {ECO:0000269|PubMed:25002425};,Optimum pH is 7.0. Stable between pH 6.0 and 9.8. {ECO:0000269|PubMed:25002425};,A0A075BSX9
8,7.5,{ECO:0000269|PubMed:26848097};,Optimum pH is 7.5. {ECO:0000269|PubMed:26848097};,A0A075D5I4
9,7.0,{ECO:0000269|PubMed:26848097};,Optimum pH is 7. {ECO:0000269|PubMed:26848097};,A0A075D657
10,6.0,{ECO:0000269|PubMed:24947135};,Optimum pH is 6. {ECO:0000269|PubMed:24947135};,A0A075TJ05
11,8.0,with Mn(2+) as cofactor and 8.5 with Mg(2+) as cofactor. {ECO:0000269|PubMed:25724193};,Optimum pH is 8.0 with Mn(2+) as cofactor and 8.5 with Mg(2+) as cofactor. {ECO:0000269|PubMed:25724193};,A0A096P8D3
13,6.0,{ECO:0000269|PubMed:26293748};,Optimum pH is 6.0. {ECO:0000269|PubMed:26293748};,A0A0A1H8I4
16,8.0,{ECO:0000269|Ref.1};,Optimum pH is 8. {ECO:0000269|Ref.1};,A0A0C5CJR8
17,8.0,{ECO:0000269|Ref.2};,Optimum pH is 8.0. {ECO:0000269|Ref.2};,A0A0C6DRW4
19,9.75,with 4-aminobutanal as substrate. {ECO:0000269|PubMed:26296314};,Optimum pH is 9.75 with 4-aminobutanal as substrate. {ECO:0000269|PubMed:26296314};,A0A0E3T3B5
20,9.75,with 4-aminobutanal as substrate. {ECO:0000269|PubMed:26296314};,Optimum pH is 9.75 with 4-aminobutanal as substrate. {ECO:0000269|PubMed:26296314};,A0A0E3T552
27,8.4,{ECO:0000269|PubMed:18499511};,Optimum pH is 8.4. {ECO:0000269|PubMed:18499511};,A0A0K0JFP3
