prot_index,ph,note,ph_dependence,uniprot_id,min_max_diff,activity,reaction_type
3904,8.25,{ECO:0000269|PubMed:2644238};,Optimum pH is 8.0-8.5. {ECO:0000269|PubMed:2644238};,Q59701,0.5,1.0,
3905,8.0,{ECO:0000269|PubMed:9276668};,Optimum pH is 8.0. {ECO:0000269|PubMed:9276668};,Q59757,,1.0,
1894,11.0,for substrate oxidation and 6.0-7.2 for sugar reduction. {ECO:0000269|PubMed:7551049};,Optimum pH is 11 for substrate oxidation and 6.0-7.2 for sugar reduction. {ECO:0000269|PubMed:7551049};,Q59787,,1.0,
3906,8.2,;,Optimum pH is 8.2.;,Q59827,,1.0,
3907,9.0,"Activities at pH 8.0 and 9.5 were approx 67% and 85%, respectively, of that at pH 9.0. {ECO:0000269|PubMed:8837735};","Optimum pH is 9. Activities at pH 8.0 and 9.5 were approx 67% and 85%, respectively, of that at pH 9.0. {ECO:0000269|PubMed:8837735};",Q59943,,1.0,
1896,7.2,{ECO:0000269|PubMed:18637841};,Optimum pH is 7.2. {ECO:0000269|PubMed:18637841};,Q59KZ1,,1.0,
1897,5.5,{ECO:0000269|PubMed:23508952};,Optimum pH is 5.5. {ECO:0000269|PubMed:23508952};,Q59NP5,,1.0,
1898,8.75,{ECO:0000269|PubMed:8740418};,Optimum pH is 8-9.5. {ECO:0000269|PubMed:8740418};,Q59RA2,1.5,1.0,
1899,5.5,{ECO:0000269|PubMed:21646240};,Optimum pH is 5.5. {ECO:0000269|PubMed:21646240};,Q59SU1,,1.0,
1900,6.5,{ECO:0000269|PubMed:21646240};,Optimum pH is 6.5. {ECO:0000269|PubMed:21646240};,Q59VH7,,1.0,
1901,6.0,{ECO:0000269|PubMed:21646240};,Optimum pH is 6.0. {ECO:0000269|PubMed:21646240};,Q5A651,,1.0,
1902,5.0,{ECO:0000269|PubMed:21646240};,Optimum pH is 5.0. {ECO:0000269|PubMed:21646240};,Q5A8N2,,1.0,
1903,5.0,"{ECO:0000269|PubMed:21646240, ECO:0000269|PubMed:9043112};","Optimum pH is 5.0. {ECO:0000269|PubMed:21646240, ECO:0000269|PubMed:9043112};",Q5AC08,,1.0,
1904,2.5,{ECO:0000269|PubMed:21646240};,Optimum pH is 2.5. {ECO:0000269|PubMed:21646240};,Q5AEM6,,1.0,
1905,8.0,{ECO:0000269|PubMed:19760058};,Optimum pH is 8. {ECO:0000269|PubMed:19760058};,Q5AQQ0,,1.0,
4790,4.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.0. {ECO:0000269|PubMed:16844780};,Q5AQZ4,,1.0,
3908,4.4,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.4. {ECO:0000269|PubMed:16844780};,Q5ASG9,,1.0,
4791,7.8,{ECO:0000269|PubMed:16844780};,Optimum pH is 7.8. {ECO:0000269|PubMed:16844780};,Q5ATC7,,1.0,
1906,4.4,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.4. {ECO:0000269|PubMed:16844780};,Q5ATH9,,1.0,
3909,4.8,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.8. {ECO:0000269|PubMed:16844780};,Q5ATQ3,,1.0,
3910,3.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 3.5. {ECO:0000269|PubMed:16844780};,Q5AU92,,1.0,
3911,5.4,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.4. {ECO:0000269|PubMed:16844780};,Q5AUX2,,1.0,
3912,8.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 8.5. {ECO:0000269|PubMed:16844780};,Q5AVN4,,1.0,
1907,9.5,;,Optimum pH is 9-10.;,Q5AVY9,1.0,1.0,
3913,5.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.0. {ECO:0000269|PubMed:16844780};,Q5AX28,,1.0,
3914,5.5,{ECO:0000269|PubMed:21867780};,Optimum pH is 5.5. {ECO:0000269|PubMed:21867780};,Q5AZ53,,1.0,
3915,7.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 7.5. {ECO:0000269|PubMed:16844780};,Q5B037,,1.0,
3916,5.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.0. {ECO:0000269|PubMed:16844780};,Q5B153,,1.0,
3917,5.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.5. {ECO:0000269|PubMed:16844780};,Q5B2E8,,1.0,
4792,6.1,{ECO:0000269|PubMed:16844780};,Optimum pH is 6.1. {ECO:0000269|PubMed:16844780};,Q5B2G3,,1.0,
3918,5.1,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.1. {ECO:0000269|PubMed:16844780};,Q5B508,,1.0,
3919,5.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.5. {ECO:0000269|PubMed:16844780};,Q5B7R2,,1.0,
3920,8.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 8.0. {ECO:0000269|PubMed:16844780};,Q5B7U0,,1.0,
4793,6.0,Active from pH 5 to 8. {ECO:0000269|PubMed:24021641};,Optimum pH is 6. Active from pH 5 to 8. {ECO:0000269|PubMed:24021641};,Q5B7W2,,1.0,
3921,5.5,"{ECO:0000269|PubMed:16844780, ECO:0000269|PubMed:21867780};","Optimum pH is 5.5. {ECO:0000269|PubMed:16844780, ECO:0000269|PubMed:21867780};",Q5B7X2,,1.0,
4794,9.2,{ECO:0000269|PubMed:16844780};,Optimum pH is 9.2. {ECO:0000269|PubMed:16844780};,Q5B7Z3,,1.0,
3922,6.0,{ECO:0000269|PubMed:24950755};,Optimum pH is 6. {ECO:0000269|PubMed:24950755};,Q5B833,,1.0,
1908,8.0,{ECO:0000269|PubMed:35802235};,Optimum pH is 8. {ECO:0000269|PubMed:35802235};,Q5BA93,,1.0,
3923,5.1,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.1. {ECO:0000269|PubMed:16844780};,Q5BAS1,,1.0,
4795,7.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 7.0. {ECO:0000269|PubMed:16844780};,Q5BAU9,,1.0,
3924,6.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 6.0. {ECO:0000269|PubMed:16844780};,Q5BCC6,,1.0,
3926,4.0,{ECO:0000269|PubMed:16844780};,Optimum pH is 4.0. {ECO:0000269|PubMed:16844780};,Q5BDU5,,1.0,
3927,5.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 5.5. {ECO:0000269|PubMed:16844780};,Q5BFG8,,1.0,
3928,6.5,{ECO:0000269|PubMed:16844780};,Optimum pH is 6.5. {ECO:0000269|PubMed:16844780};,Q5BG78,,1.0,
3929,7.0,{ECO:0000269|PubMed:2126551};,Optimum pH is 7.0. {ECO:0000269|PubMed:2126551};,Q5BGU9,,1.0,
1909,7.25,{ECO:0000269|PubMed:26001783};,Optimum pH is 7.0-7.5. {ECO:0000269|PubMed:26001783};,Q5BJZ6,0.5,1.0,
1910,6.5,{ECO:0000269|PubMed:19837870};,Optimum pH is 6.5. {ECO:0000269|PubMed:19837870};,Q5BPS0,,1.0,
1911,10.0,{ECO:0000269|PubMed:15734920};,Optimum pH is 10. {ECO:0000269|PubMed:15734920};,Q5C9I9,,1.0,
1912,8.0,"{ECO:0000269|PubMed:2540819, ECO:0000269|PubMed:3733756};","Optimum pH is 8.0. {ECO:0000269|PubMed:2540819, ECO:0000269|PubMed:3733756};",Q5E9W3,,1.0,
1913,5.5,{ECO:0000269|PubMed:18174275};,Optimum pH is 5.5. {ECO:0000269|PubMed:18174275};,Q5EBA8,,1.0,
3930,8.0,{ECO:0000269|PubMed:7729672};,Optimum pH is 8. {ECO:0000269|PubMed:7729672};,Q5EXK1,,1.0,
1915,10.5,{ECO:0000269|PubMed:34022392};,Optimum pH is 10.5. {ECO:0000269|PubMed:34022392};,Q5F8J4,,1.0,
1916,7.0,"for Pyr2C reduction, 8.0 for Pip2C reduction, and 10.0 for L-proline and L-pipecolate oxidation. {ECO:0000269|PubMed:15561717};","Optimum pH is 7.0 for Pyr2C reduction, 8.0 for Pip2C reduction, and 10.0 for L-proline and L-pipecolate oxidation. {ECO:0000269|PubMed:15561717};",Q5FB93,,1.0,
3932,8.5,{ECO:0000269|PubMed:15843162};,Optimum pH is 8.5. {ECO:0000269|PubMed:15843162};,Q5FBW2,,1.0,
3933,5.5,"Stable between pH 5.0-6.0. {ECO:0000269|PubMed:15720693, ECO:0000269|Ref.2};","Optimum pH is 5.5. Stable between pH 5.0-6.0. {ECO:0000269|PubMed:15720693, ECO:0000269|Ref.2};",Q5FC15,,1.0,
1917,7.5,for iron transport. {ECO:0000269|PubMed:22898811};,Optimum pH is 7.5 for iron transport. {ECO:0000269|PubMed:22898811};,Q5FVQ0,,1.0,
1918,6.5,{ECO:0000269|PubMed:28246172};,Optimum pH is 6-7. {ECO:0000269|PubMed:28246172};,Q5FWI3,1.0,1.0,
1919,6.0,{ECO:0000269|PubMed:16105703};,Optimum pH is 5.5-6.5. {ECO:0000269|PubMed:16105703};,Q5G234,1.0,1.0,
1920,7.5,{ECO:0000269|PubMed:15381407};,Optimum pH is 6.0-9.0. {ECO:0000269|PubMed:15381407};,Q5GHF7,3.0,1.0,
1921,8.0,{ECO:0000269|PubMed:27421723};,Optimum pH is 8. {ECO:0000269|PubMed:27421723};,Q5GJ59,,1.0,
1922,7.0,Higher pH values favor the formation of (S)-beta-bisabolene. {ECO:0000269|PubMed:18524777};,Optimum pH is 7.0. Higher pH values favor the formation of (S)-beta-bisabolene. {ECO:0000269|PubMed:18524777};,Q5GJ60,,1.0,
4798,7.2,{ECO:0000269|PubMed:19727521};,Optimum pH is 7.2. {ECO:0000269|PubMed:19727521};,Q5GRG2,,1.0,
3934,8.0,"{ECO:0000269|PubMed:15659437, ECO:0000269|PubMed:8195240};","Optimum pH is 8.0. {ECO:0000269|PubMed:15659437, ECO:0000269|PubMed:8195240};",Q5H873,,1.0,
1923,7.95,"Active from pH 6 to 8.5. {ECO:0000269|PubMed:16850272, ECO:0000269|PubMed:16928787, ECO:0000269|PubMed:17047166, ECO:0000269|PubMed:17327464};","Optimum pH is 7.5-8.4. Active from pH 6 to 8.5. {ECO:0000269|PubMed:16850272, ECO:0000269|PubMed:16928787, ECO:0000269|PubMed:17047166, ECO:0000269|PubMed:17327464};",Q5I0E9,0.9000000000000004,1.0,
3935,4.5,{ECO:0000269|PubMed:18222721};,Optimum pH is 4.5. {ECO:0000269|PubMed:18222721};,Q5J6J1,,1.0,
3936,8.0,{ECO:0000269|PubMed:18222721};,Optimum pH is 8.0. {ECO:0000269|PubMed:18222721};,Q5J6J2,,1.0,
4799,8.0,{ECO:0000269|PubMed:15632434};,Optimum pH is 7.0-9.0. {ECO:0000269|PubMed:15632434};,Q5J6J3,2.0,1.0,
1924,7.0,{ECO:0000269|PubMed:16885460};,Optimum pH is 7.0. {ECO:0000269|PubMed:16885460};,Q5JDJ7,,1.0,
3938,8.25,{ECO:0000269|PubMed:16199574};,Optimum pH is 8.0-8.5. {ECO:0000269|PubMed:16199574};,Q5JDU3,0.5,1.0,
1925,6.5,{ECO:0000269|PubMed:29352105};,Optimum pH is 6.5. {ECO:0000269|PubMed:29352105};,Q5JEW1,,1.0,
1926,6.4,{ECO:0000269|PubMed:23941541};,Optimum pH is 6.4. {ECO:0000269|PubMed:23941541};,Q5JGC2,,1.0,
1927,5.0,for leucine racemase activity. {ECO:0000269|PubMed:33468590};,Optimum pH is 5.0 for leucine racemase activity. {ECO:0000269|PubMed:33468590};,Q5JGG6,,1.0,
1928,8.0,for NAD(P)H oxidase activity. {ECO:0000269|PubMed:23453203};,Optimum pH is 8.0 for NAD(P)H oxidase activity. {ECO:0000269|PubMed:23453203};,Q5JGP4,,1.0,
1929,7.5,{ECO:0000269|PubMed:22865846};,Optimum pH is 7.5. {ECO:0000269|PubMed:22865846};,Q5JHF1,,1.0,
1930,12.0,Is active over a wide pH range from 6.5 to 12.5. {ECO:0000269|PubMed:19307254};,Optimum pH is 12. Is active over a wide pH range from 6.5 to 12.5. {ECO:0000269|PubMed:19307254};,Q5JI69,,1.0,
3939,8.0,{ECO:0000269|PubMed:31337720};,Optimum pH is 8.0. {ECO:0000269|PubMed:31337720};,Q5JIY7,,1.0,
1932,6.5,{ECO:0000269|PubMed:22940806};,Optimum pH is 6.5. {ECO:0000269|PubMed:22940806};,Q5JIZ8,,1.0,
1933,8.0,{ECO:0000269|PubMed:24415726};,Optimum pH is 8.0. {ECO:0000269|PubMed:24415726};,Q5JJ82,,1.0,
1934,7.7,{ECO:0000269|PubMed:10360838};,Optimum pH is 7.7. {ECO:0000269|PubMed:10360838};,Q5JRX3,,1.0,
1935,8.8,{ECO:0000269|PubMed:22998587};,Optimum pH is 8.8. {ECO:0000269|PubMed:22998587};,Q5KQI6,,1.0,
4801,7.0,{ECO:0000269|PubMed:17148547};,Optimum pH is 7.0. {ECO:0000269|PubMed:17148547};,Q5KSN4,,1.0,
3940,5.5,{ECO:0000269|PubMed:17148547};,Optimum pH is 5.5. {ECO:0000269|PubMed:17148547};,Q5KSN5,,1.0,
1936,5.0,with N-palmitoylethanolamine as substrate. {ECO:0000269|PubMed:11463796};,Optimum pH is 5 with N-palmitoylethanolamine as substrate. {ECO:0000269|PubMed:11463796};,Q5KTC7,,1.0,
3941,7.5,{ECO:0000269|Ref.2};,Optimum pH is 7.5. {ECO:0000269|Ref.2};,Q5L1B7,,1.0,
1937,8.5,Is stable in the pH 6-9.5 range. A great decrease in stability is only produced at pH values below pH 4.0. {ECO:0000269|PubMed:17894345};,Optimum pH is 8.5. Is stable in the pH 6-9.5 range. A great decrease in stability is only produced at pH values below pH 4.0. {ECO:0000269|PubMed:17894345};,Q5L2C2,,1.0,
4802,6.25,{ECO:0000269|PubMed:17401360};,Optimum pH is 5-7.5. {ECO:0000269|PubMed:17401360};,Q5LGZ8,2.5,1.0,
4803,7.5,"{ECO:0000269|PubMed:19202279, ECO:0000269|PubMed:21539815};","Optimum pH is 7.5. {ECO:0000269|PubMed:19202279, ECO:0000269|PubMed:21539815};",Q5LH66,,1.0,
4804,7.0,{ECO:0000269|PubMed:21539815};,Optimum pH is 7. {ECO:0000269|PubMed:21539815};,Q5LH68,,1.0,
3942,8.9,{ECO:0000269|PubMed:16302849};,Optimum pH is 8.8-9.0. {ECO:0000269|PubMed:16302849};,Q5LL69,0.1999999999999993,1.0,
1939,7.5,{ECO:0000269|PubMed:24443527};,Optimum pH is between 7.5. {ECO:0000269|PubMed:24443527};,Q5LRT0,,1.0,
4805,7.5,{ECO:0000269|PubMed:18849431};,Optimum pH is 7.0-8.0. {ECO:0000269|PubMed:18849431};,Q5LS57,1.0,1.0,
4806,8.0,{ECO:0000269|PubMed:24930102};,Optimum pH is 8. {ECO:0000269|PubMed:24930102};,Q5LSN8,,1.0,
4807,9.0,{ECO:0000269|PubMed:24930102};,Optimum pH is 9. {ECO:0000269|PubMed:24930102};,Q5LU04,,1.0,
1940,8.0,{ECO:0000269|PubMed:25993446};,Optimum pH is 8.0. {ECO:0000269|PubMed:25993446};,Q5LW89,,1.0,
1941,8.0,{ECO:0000269|PubMed:17544404};,Optimum pH is 8.0. {ECO:0000269|PubMed:17544404};,Q5MCS0,,1.0,
1942,7.0,for both the catalase and the peroxidase reaction. {ECO:0000269|PubMed:9207193};,Optimum pH is 6.5-7.5 for both the catalase and the peroxidase reaction. {ECO:0000269|PubMed:9207193};,Q5MZ99,1.0,1.0,
3943,5.449999999999999,"with 1,3-1,4-beta-glucan as substrate (at 35 degrees Celsius). {ECO:0000269|PubMed:17056618};","Optimum pH is 5.3-5.6 with 1,3-1,4-beta-glucan as substrate (at 35 degrees Celsius). {ECO:0000269|PubMed:17056618};",Q5NAT0,0.2999999999999998,1.0,
1944,8.0,"{ECO:0000269|PubMed:15509561, ECO:0000269|PubMed:18829982};","Optimum pH is 8.0. {ECO:0000269|PubMed:15509561, ECO:0000269|PubMed:18829982};",Q5NTH0,,1.0,
4809,8.0,{ECO:0000269|PubMed:15588698};,Optimum pH is 8.0. {ECO:0000269|PubMed:15588698};,Q5PWZ8,,1.0,
1945,7.5,{ECO:0000269|PubMed:9141483};,Optimum pH is 7.5. {ECO:0000269|PubMed:9141483};,Q5PXQ6,,1.0,
3944,7.0,{ECO:0000269|PubMed:15632434};,Optimum pH is 7.0. {ECO:0000269|PubMed:15632434};,Q5QHG5,,1.0,
3945,7.0,{ECO:0000269|PubMed:15632434};,Optimum pH is 7.0. {ECO:0000269|PubMed:15632434};,Q5QHG6,,1.0,
1946,8.25,{ECO:0000269|PubMed:20089856};,Optimum pH is 7.5-9.0. {ECO:0000269|PubMed:20089856};,Q5QJU3,1.5,1.0,
1947,6.75,"{ECO:0000269|PubMed:21048316, ECO:0000269|PubMed:21168333};","Optimum pH is 6.5-7. {ECO:0000269|PubMed:21048316, ECO:0000269|PubMed:21168333};",Q5RJP0,0.5,1.0,
1948,9.0,{ECO:0000269|PubMed:10879563};,Optimum pH is 8-10. {ECO:0000269|PubMed:10879563};,Q5RLZ1,2.0,1.0,
3946,7.0,Stable at pH 6.5-8.2. {ECO:0000269|PubMed:16546310};,Optimum pH is 7.0. Stable at pH 6.5-8.2. {ECO:0000269|PubMed:16546310};,Q5S260,,1.0,
1949,7.0,{ECO:0000269|PubMed:15820213};,Optimum pH is between 6.5-7.5. {ECO:0000269|PubMed:15820213};,Q5S3I3,1.0,1.0,
1950,6.5,{ECO:0000269|PubMed:21097495};,Optimum pH is 6.5. {ECO:0000269|PubMed:21097495};,Q5SH28,,1.0,
3947,7.5,{ECO:0000269|PubMed:15215603};,Optimum pH is 7.5. {ECO:0000269|PubMed:15215603};,Q5SJ58,,1.0,
1952,8.5,at 60 degrees Celsius. {ECO:0000269|PubMed:21458463};,Optimum pH is 8.5 at 60 degrees Celsius. {ECO:0000269|PubMed:21458463};,Q5SK28,,1.0,
1953,7.8,Shows high pH stability over a wide range of pH (pH 4-12). {ECO:0000269|PubMed:11566369};,Optimum pH is 7.8. Shows high pH stability over a wide range of pH (pH 4-12). {ECO:0000269|PubMed:11566369};,Q5SK88,,1.0,
3948,4.5,{ECO:0000269|PubMed:19420717};,Optimum pH is 4.5. {ECO:0000269|PubMed:19420717};,Q5SKT7,,1.0,
3949,6.2,{ECO:0000269|PubMed:15677381};,Optimum pH is 6.2. {ECO:0000269|PubMed:15677381};,Q5SRI9,,1.0,
1954,7.5,{ECO:0000269|PubMed:23087055};,Optimum pH is 7.5. {ECO:0000269|PubMed:23087055};,Q5T3U5,,1.0,
1955,8.0,Is stable in a broad pH range of 7-10. {ECO:0000269|Ref.1};,Optimum pH is 8.0. Is stable in a broad pH range of 7-10. {ECO:0000269|Ref.1};,Q5U780,,1.0,
3950,8.3,{ECO:0000269|PubMed:15342590};,Optimum pH is 8.3. {ECO:0000269|PubMed:15342590};,Q5UY95,,1.0,
4810,4.25,{ECO:0000269|PubMed:15322116};,Optimum pH is 4-4.5. {ECO:0000269|PubMed:15322116};,Q5VKJ7,0.5,1.0,
3951,7.0,{ECO:0000269|PubMed:17206375};,Optimum pH is 7.0. {ECO:0000269|PubMed:17206375};,Q5VQG4,,1.0,
1956,6.5,{ECO:0000269|PubMed:18534984};,Optimum pH is 6.5. {ECO:0000269|PubMed:18534984};,Q5VTY9,,1.0,
1957,7.5,for N-dodecanoylsphing-4-enine hydrolysis. {ECO:0000269|PubMed:15271994};,Optimum pH is 7.5 for N-dodecanoylsphing-4-enine hydrolysis. {ECO:0000269|PubMed:15271994};,Q5W7F1,,1.0,
1958,7.0,Inactive at or below pH 5.0. {ECO:0000269|PubMed:15326166};,Optimum pH is 6.5-7.5. Inactive at or below pH 5.0. {ECO:0000269|PubMed:15326166};,Q5W915,1.0,1.0,
1959,7.5,{ECO:0000269|PubMed:30145175};,Optimum pH is 7.5. {ECO:0000269|PubMed:30145175};,Q5W959,,1.0,
1961,7.5,{ECO:0000269|PubMed:24156403};,Optimum pH is 7-8. {ECO:0000269|PubMed:24156403};,Q5XF51,1.0,1.0,
1962,8.0,{ECO:0000269|PubMed:17220201};,Optimum pH is 8.0. {ECO:0000269|PubMed:17220201};,Q5XF78,,1.0,
3952,8.0,with 3-hydroxyisobutyryl-CoA as substrate and 6 with 3-hydroxypropionyl-CoA as substrate. {ECO:0000269|PubMed:8188708};,Optimum pH is 7-9 with 3-hydroxyisobutyryl-CoA as substrate and 6 with 3-hydroxypropionyl-CoA as substrate. {ECO:0000269|PubMed:8188708};,Q5XIE6,2.0,1.0,
3953,4.5,{ECO:0000269|PubMed:22982335};,Optimum pH is 4-5. {ECO:0000269|PubMed:22982335};,Q5XJN2,1.0,1.0,
1964,5.75,{ECO:0000269|PubMed:15388846};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:15388846};,Q5YDB5,0.5,1.0,
1965,5.75,{ECO:0000269|PubMed:15388846};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:15388846};,Q5YDB6,0.5,1.0,
3954,6.5,{ECO:0000269|PubMed:15538558};,Optimum pH is 5-8. {ECO:0000269|PubMed:15538558};,Q5YLG1,3.0,1.0,
1966,7.5,{ECO:0000269|PubMed:20677745};,Optimum pH is 7.5. {ECO:0000269|PubMed:20677745};,Q5YXQ1,,1.0,
1967,6.5,{ECO:0000269|PubMed:17287810};,Optimum pH is 6.5. {ECO:0000269|PubMed:17287810};,Q5ZC82,,1.0,
1968,6.5,{ECO:0000269|PubMed:6060459};,Optimum pH is 6.5. {ECO:0000269|PubMed:6060459};,Q5ZIZ4,,1.0,
3955,4.7,"for birchwood xylan and 4.0 for CM cellulose. {ECO:0000269|PubMed:21466666, ECO:0000269|Ref.1};","Optimum pH is 4.2-5.2 for birchwood xylan and 4.0 for CM cellulose. {ECO:0000269|PubMed:21466666, ECO:0000269|Ref.1};",Q5ZNB1,1.0,1.0,
3956,6.75,{ECO:0000269|PubMed:25445671};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:25445671};,Q5ZU17,0.5,1.0,
1969,6.699999999999999,{ECO:0000269|PubMed:34826402};,Optimum pH is 6.6-6.8. {ECO:0000269|PubMed:34826402};,Q5ZWR1,0.20000000000000018,1.0,
4811,6.0,{ECO:0000269|PubMed:33476647};,Optimum pH is 6.0. {ECO:0000269|PubMed:33476647};,Q5ZZ30,,1.0,
1970,10.25,"for the oxidative deamination of L-leucine, L-isoleucine and L-valine. {ECO:0000269|PubMed:8020469};","Optimum pH is 10.0-10.5 for the oxidative deamination of L-leucine, L-isoleucine and L-valine. {ECO:0000269|PubMed:8020469};",Q60030,0.5,1.0,
4812,6.2,;,Optimum pH is 6.2.;,Q60037,,1.0,
4813,5.75,;,Optimum pH is 5.5-6.;,Q60042,0.5,1.0,
3957,5.0,;,Optimum pH is 5.0.;,Q60049,,1.0,
3958,9.5,{ECO:0000269|PubMed:1744048};,Optimum pH is 9.5. {ECO:0000269|PubMed:1744048};,Q60099,,1.0,
3959,5.2,;,Optimum pH is 5.2.;,Q60186,,1.0,
4814,5.2,;,Optimum pH is 5.2.;,Q60187,,1.0,
1971,8.0,"{ECO:0000269|PubMed:16621811, ECO:0000269|PubMed:20392112};","Optimum pH is 7-9. {ECO:0000269|PubMed:16621811, ECO:0000269|PubMed:20392112};",Q60352,2.0,1.0,
1972,8.0,for tyrosine decarboxylase activity. {ECO:0000269|PubMed:15715981};,Optimum pH is 7.5-8.5 for tyrosine decarboxylase activity. {ECO:0000269|PubMed:15715981};,Q60358,1.0,1.0,
1973,7.0,{ECO:0000269|PubMed:19054082};,Optimum pH is 7.0. {ECO:0000269|PubMed:19054082};,Q609I3,,1.0,
3961,8.2,;,Optimum pH is 8.2.;,Q60FC6,,1.0,
1974,7.0,for decarboxylation. {ECO:0000269|PubMed:15474471};,Optimum pH is 7.0 for decarboxylation. {ECO:0000269|PubMed:15474471};,Q60FX6,,1.0,
1977,7.9,{ECO:0000269|PubMed:20055482};,Optimum pH is 7.9. {ECO:0000269|PubMed:20055482};,Q62L02,,1.0,
1979,7.8,{ECO:0000269|PubMed:624713};,Optimum pH is 7.8. {ECO:0000269|PubMed:624713};,Q63276,,1.0,
1980,7.5,{ECO:0000269|PubMed:34433568};,Optimum pH is 7.5. {ECO:0000269|PubMed:34433568};,Q63424,,1.0,
1981,9.0,for sorbitol oxidation and 7.5 for D-fructose reduction. {ECO:0000269|PubMed:6852349};,Optimum pH is 9.0 for sorbitol oxidation and 7.5 for D-fructose reduction. {ECO:0000269|PubMed:6852349};,Q64442,,1.0,
1982,5.6,{ECO:0000269|PubMed:7527035};,Optimum pH is 5.6. {ECO:0000269|PubMed:7527035};,Q64612,,1.0,
1983,8.0,{ECO:0000269|PubMed:15955071};,Optimum pH is 7-9. {ECO:0000269|PubMed:15955071};,Q64FJ6,2.0,1.0,
1984,7.0,{ECO:0000269|PubMed:21076691};,Optimum pH is 7.0. {ECO:0000269|PubMed:21076691};,Q64J17,,1.0,
1986,8.0,{ECO:0000269|PubMed:24466277};,Optimum pH is 8.0. {ECO:0000269|PubMed:24466277};,Q66929,,1.0,
1987,7.8,"{ECO:0000269|PubMed:10080937, ECO:0000269|PubMed:9099699};","Optimum pH is 7.8. {ECO:0000269|PubMed:10080937, ECO:0000269|PubMed:9099699};",Q66K79,,1.0,
3963,5.25,{ECO:0000269|PubMed:26173955};,Optimum pH is 4.5-6.0. {ECO:0000269|PubMed:26173955};,Q66NB7,1.5,1.0,
1988,8.25,"{ECO:0000269|PubMed:16443693, ECO:0000269|PubMed:17323078};","Optimum pH is 8-8.5. {ECO:0000269|PubMed:16443693, ECO:0000269|PubMed:17323078};",Q66PF4,0.5,1.0,
1989,7.5,with pelargonidin and cyanidin as substrates. {ECO:0000269|PubMed:18258692};,Optimum pH is 7-8 with pelargonidin and cyanidin as substrates. {ECO:0000269|PubMed:18258692};,Q66PF5,1.0,1.0,
3964,7.0,;,Optimum pH is 7.0.;,Q66UW5,,1.0,
1990,4.5,{ECO:0000269|PubMed:15294901};,Optimum pH is 4.5. {ECO:0000269|PubMed:15294901};,Q675A5,,1.0,
1991,7.0,"{ECO:0000269|PubMed:15447655, ECO:0000269|PubMed:17696451, ECO:0000269|PubMed:19004827};","Optimum pH is 7.0. {ECO:0000269|PubMed:15447655, ECO:0000269|PubMed:17696451, ECO:0000269|PubMed:19004827};",Q67A25,,1.0,
1992,7.0,for citrate. {ECO:0000269|PubMed:14656221};,Optimum pH is 7.0 for citrate. {ECO:0000269|PubMed:14656221};,Q67BT3,,1.0,
1993,8.25,{ECO:0000269|PubMed:21122813};,Optimum pH is 8-8.5. {ECO:0000269|PubMed:21122813};,Q67YC0,0.5,1.0,
1994,7.0,Stable from pH 7.5 to 8.5. {ECO:0000269|PubMed:15358859};,Optimum pH is 7.0. Stable from pH 7.5 to 8.5. {ECO:0000269|PubMed:15358859};,Q68AP4,,1.0,
1995,7.0,for PGM activity. {ECO:0000269|PubMed:15342576};,Optimum pH is 7.0 for PGM activity. {ECO:0000269|PubMed:15342576};,Q68BJ6,,1.0,
1996,8.8,{ECO:0000269|PubMed:10434065};,Optimum pH is 8.8. {ECO:0000269|PubMed:10434065};,Q68CK6,,1.0,
1997,7.75,"{ECO:0000269|PubMed:15878763, ECO:0000269|PubMed:22113970};","Optimum pH is 7.5-8.0. {ECO:0000269|PubMed:15878763, ECO:0000269|PubMed:22113970};",Q68G84,0.5,1.0,
3965,9.5,{ECO:0000269|PubMed:16132863};,Optimum pH is 9-10. {ECO:0000269|PubMed:16132863};,Q68GV9,1.0,1.0,
1999,5.0,{ECO:0000269|PubMed:19965875};,Optimum pH is 5. {ECO:0000269|PubMed:19965875};,Q69JW3,,1.0,
2000,6.0,and 7.0. {ECO:0000269|PubMed:26724485};,Optimum pH is between 6.0 and 7.0. {ECO:0000269|PubMed:26724485};,Q69ZF3,,1.0,
